FID_NA_CEC_Eco_Level3;NA_L3CODE;NA_L3NAME;NA_L2CODE;NA_L2NAME;NA_L1CODE;NA_L1NAME;NA_L3KEY;NA_L2KEY;NA_L1KEY;Shape_Leng;FID_Localisation_BV_Korben_XYTableToPoint;gauge_id;gauge_lat;gauge_lon;elev_mean;slope_mean;area_gages2;area_geospa_fabric_
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;46;1539000;41,078139999999998;-76,431060000000002;333,750000000000000;32,479370000000003;701,779999999999973;705,220000000000027
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;52;1547700;41,059510000000003;-77,605829999999997;353,569999999999993;43,026299999999999;113,540000000000006;115,189999999999998
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;56;1552000;41,325080000000000;-76,912459999999996;461,430000000000007;37,275329999999997;1129,490000000000009;1129,549999999999955
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;58;1557500;40,683669999999999;-78,233620000000002;389,990000000000009;38,171469999999999;115,299999999999997;117,780000000000001
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;59;1567500;40,370919999999998;-77,402209999999997;314,480000000000018;46,473160000000000;38,770000000000003;39,500000000000000
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;60;1568000;40,323419999999999;-77,168869999999998;265,519999999999982;34,526460000000000;534,389999999999986;536,399999999999977
1769;8.4.2;Central Appalachians;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.2  Central Appalachians;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;2688818,181270000059158;65;1594950;39,276690000000002;-79,390309999999999;899,820000000000050;37,382179999999998;6,120000000000000;6,100000000000000
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;66;1596500;39,570059999999998;-79,101939999999999;663,419999999999959;53,966839999999998;124,650000000000006;127,510000000000005
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;67;1605500;38,635669999999998;-79,337819999999994;856,860000000000014;70,441059999999993;463,850000000000023;474,379999999999995
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;68;1606500;38,991219999999998;-79,175870000000003;836,379999999999995;75,862139999999997;1684,549999999999955;1686,609999999999900
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;69;1613050;39,898420000000002;-78,132230000000007;261,600000000000023;35,544330000000002;27,899999999999999;27,960000000000001
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;70;1632000;38,637059999999998;-78,852800000000002;543,759999999999991;51,708150000000003;543,360000000000014;547,279999999999973
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;71;1632900;38,693449999999999;-78,642790000000005;417,290000000000020;48,624369999999999;245,050000000000011;249,199999999999989
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;72;1634500;39,081220000000002;-78,329449999999994;344,439999999999998;47,408200000000001;263,980000000000018;264,490000000000009
1758;8.3.5;Southeastern Plains;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.5  Southeastern Plains;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;9536839,269999999552965;79;1669000;37,877079999999999;-76,900520000000000;42,939999999999998;4,096520000000000;71,840000000000003;75,310000000000002
1758;8.3.5;Southeastern Plains;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.5  Southeastern Plains;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;9536839,269999999552965;80;1669520;37,633749999999999;-76,696349999999995;25,420000000000002;4,972960000000000;277,389999999999986;277,680000000000007
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;81;2011400;38,042349999999999;-79,881439999999998;783,860000000000014;73,927440000000004;407,720000000000027;409,879999999999995
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;82;2013000;37,802900000000001;-80,046999999999997;691,820000000000050;70,859880000000004;424,779999999999973;436,129999999999995
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;83;2014000;37,729010000000002;-80,042280000000005;691,039999999999964;73,630340000000004;396,779999999999973;397,250000000000000
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;84;2015700;38,195399999999999;-79,570319999999995;753,519999999999982;68,726460000000003;285,410000000000025;286,329999999999984
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;85;2016000;37,791800000000002;-79,759490000000000;645,039999999999964;66,420559999999995;1194,549999999999955;1194,920000000000073
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;86;2017500;37,506239999999998;-80,106710000000007;695,269999999999982;69,630809999999997;276,149999999999977;285,790000000000020
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;87;2018000;37,665959999999998;-79,911439999999999;648,679999999999950;66,966579999999993;852,340000000000032;852,529999999999973
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;88;2027000;37,715420000000002;-78,981690000000000;387,439999999999998;57,551200000000001;240,770000000000010;241,310000000000002
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;89;2027500;37,702359999999999;-79,027519999999996;350,529999999999973;52,515639999999998;123,340000000000003;127,870000000000005
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;91;2038850;37,415419999999997;-78,635840000000002;176,409999999999997;9,801310000000001;22,000000000000000;23,800000000000001
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;92;2046000;37,067090000000000;-77,602490000000003;86,640000000000001;6,044810000000000;288,519999999999982;290,879999999999995
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;93;2051000;36,997369999999997;-78,349720000000005;151,020000000000010;7,499990000000000;144,819999999999993;145,099999999999994
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;94;2051500;36,716810000000002;-77,831659999999999;113,400000000000006;6,856150000000000;1428,710000000000036;1432,410000000000082
1838;8.5.1;Middle Atlantic Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.1  Middle Atlantic Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;6086799,672770000062883;95;2053200;36,370829999999998;-77,025559999999999;25,280000000000001;2,203280000000000;583,659999999999968;581,600000000000023
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;96;2053800;37,140129999999999;-80,266430000000000;705,679999999999950;36,165379999999999;280,720000000000027;288,519999999999982
1767;8.4.1;Ridge and Valley;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.1  Ridge and Valley;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;5731681,819899999536574;97;2055100;37,417630000000003;-79,935320000000004;399,990000000000009;38,790419999999997;30,539999999999999;33,329999999999998
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;98;2056900;37,045140000000004;-79,844200000000001;423,069999999999993;33,495220000000003;298,110000000000014;299,459999999999980
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;99;2059500;37,173200000000001;-79,520309999999995;319,139999999999986;27,025700000000001;485,410000000000025;486,459999999999980
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;100;2064000;37,126809999999999;-78,959739999999996;192,210000000000008;9,956860000000001;427,769999999999982;427,980000000000018
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;101;2065500;37,079310000000000;-78,763620000000003;170,090000000000003;10,062939999999999;252,580000000000013;252,750000000000000
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;102;2069700;36,570970000000003;-80,129490000000004;372,620000000000005;23,018290000000000;221,129999999999995;228,680000000000007
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;103;2070000;36,568190000000001;-79,987260000000006;308,660000000000025;12,226060000000000;270,610000000000014;279,269999999999982
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;104;2074500;36,619579999999999;-79,504189999999994;223,300000000000011;10,708629999999999;288,529999999999973;288,790000000000020
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;105;2077200;36,397779999999997;-79,196669999999997;194,000000000000000;7,084530000000000;121,689999999999998;126,340000000000003
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;106;2081500;36,194170000000000;-78,583060000000003;132,210000000000008;6,465340000000000;428,370000000000005;432,819999999999993
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;107;2082950;36,183329999999998;-77,876109999999997;79,769999999999996;6,545820000000000;460,850000000000023;461,920000000000016
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;108;2096846;35,987220000000001;-79,206109999999995;182,849999999999994;7,734620000000000;19,570000000000000;19,579999999999998
1758;8.3.5;Southeastern Plains;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.5  Southeastern Plains;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;9536839,269999999552965;109;2102908;35,182780000000001;-79,177499999999995;106,879999999999995;10,481590000000001;19,730000000000000;20,059999999999999
1838;8.5.1;Middle Atlantic Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.1  Middle Atlantic Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;6086799,672770000062883;110;2108000;34,828890000000001;-77,832220000000007;31,609999999999999;3,140280000000000;1569,480000000000018;1550,740000000000009
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;111;2111180;36,071390000000001;-81,403059999999996;551,059999999999945;56,429929999999999;131,469999999999999;130,870000000000005
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;112;2111500;36,174999999999997;-81,168890000000005;454,019999999999982;35,958069999999999;233,659999999999997;233,349999999999994
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;113;2112120;36,250279999999997;-81,044439999999994;460,029999999999973;35,935470000000002;322,269999999999982;329,790000000000020
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;114;2112360;36,311390000000003;-80,807220000000001;405,860000000000014;23,718319999999999;205,300000000000011;206,819999999999993
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;115;2118500;36,000560000000000;-80,745559999999998;336,819999999999993;18,174669999999999;400,529999999999973;400,529999999999973
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;116;2125000;35,334719999999997;-80,335560000000001;190,229999999999990;9,321870000000001;144,550000000000011;145,069999999999993
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;117;2128000;35,387219999999999;-79,831389999999999;195,229999999999990;8,970280000000001;273,480000000000018;271,990000000000009
1775;8.4.4;Blue Ridge;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.4  Blue Ridge;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;2244727,581129999831319;118;2137727;35,685830000000003;-82,060280000000006;602,179999999999950;65,110370000000003;329,540000000000020;329,300000000000011
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;119;2140991;35,833610000000000;-81,711939999999998;529,419999999999959;43,765219999999999;521,990000000000009;522,110000000000014
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;120;2143000;35,684440000000002;-81,403329999999997;399,350000000000023;27,070840000000000;216,669999999999987;222,099999999999994
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;121;2143040;35,590690000000002;-81,567040000000006;411,329999999999984;33,144399999999997;66,480000000000004;68,189999999999998
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;122;2149000;35,423450000000003;-82,111500000000007;403,910000000000025;39,546239999999997;203,849999999999994;203,729999999999990
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;123;2152100;35,493060000000000;-81,682220000000001;414,310000000000002;40,116419999999998;154,990000000000009;156,680000000000007
1775;8.4.4;Blue Ridge;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.4  Blue Ridge;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;2244727,581129999831319;124;2177000;34,813980000000001;-83,305989999999994;705,590000000000032;47,864590000000000;526,769999999999982;527,230000000000018
1775;8.4.4;Blue Ridge;8.4;OZARK/OUACHITA-APPALACHIAN FORESTS;8;EASTERN TEMPERATE FORESTS;8.4.4  Blue Ridge;8.4  OZARK/OUACHITA-APPALACHIAN FORESTS;8  EASTERN TEMPERATE FORESTS;2244727,581129999831319;125;2178400;34,890369999999997;-83,530439999999999;797,909999999999968;59,808799999999998;151,280000000000001;152,120000000000005
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;126;2193340;33,682630000000003;-82,857919999999993;167,930000000000007;7,498790000000000;87,870000000000005;89,609999999999999
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;127;2196000;33,729300000000002;-82,181790000000007;142,189999999999998;7,244800000000000;1408,380000000000109;1408,700000000000045
1758;8.3.5;Southeastern Plains;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.5  Southeastern Plains;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;9536839,269999999552965;128;2198100;32,937660000000001;-81,815389999999994;83,450000000000003;5,258960000000000;79,489999999999995;79,750000000000000
2314;8.5.3;Southern Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.3  Southern Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;9681456,896579999476671;129;2202600;32,167980000000000;-81,488169999999997;34,930000000000000;2,400160000000000;590,470000000000027;623,340000000000032
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;130;2212600;33,099850000000004;-83,723510000000005;159,449999999999989;7,255070000000000;187,960000000000008;189,789999999999992
1758;8.3.5;Southeastern Plains;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.5  Southeastern Plains;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;9536839,269999999552965;131;2215100;32,239440000000002;-83,501670000000004;113,079999999999998;4,533520000000000;420,290000000000020;425,509999999999991
1758;8.3.5;Southeastern Plains;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.5  Southeastern Plains;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;9536839,269999999552965;132;2216180;31,991389999999999;-82,921940000000006;83,530000000000001;5,302530000000000;129,110000000000014;128,080000000000013
1747;8.3.4;Piedmont;8.3;SOUTHEASTERN USA PLAINS;8;EASTERN TEMPERATE FORESTS;8.3.4  Piedmont;8.3  SOUTHEASTERN USA PLAINS;8  EASTERN TEMPERATE FORESTS;4571125,079699999652803;133;2221525;33,252360000000003;-83,481279999999998;176,009999999999991;7,551770000000000;490,800000000000011;493,279999999999973
2314;8.5.3;Southern Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.3  Southern Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;9681456,896579999476671;134;2231000;30,358850000000000;-82,081500000000005;38,710000000000001;2,187000000000000;1748,369999999999891;1857,369999999999891
2314;8.5.3;Southern Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.3  Southern Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;9681456,896579999476671;135;2245500;29,979410000000001;-81,852040000000002;41,450000000000003;4,143770000000000;348,430000000000007;351,100000000000023
2314;8.5.3;Southern Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.3  Southern Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;9681456,896579999476671;136;2246000;30,113299999999999;-81,906490000000005;34,570000000000000;4,009590000000000;451,060000000000002;451,220000000000027
2314;8.5.3;Southern Coastal Plain;8.5;MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8;EASTERN TEMPERATE FORESTS;8.5.3  Southern Coastal Plain;8.5  MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS;8  EASTERN TEMPERATE FORESTS;9681456,896579999476671;137;2296500;27,375039999999998;-81,796469999999999;31,230000000000000;1,716330000000000;886,399999999999977;892,240000000000009
