FID_NA_CEC_Eco_Level3;NA_L3CODE;NA_L3NAME;NA_L2CODE;NA_L2NAME;NA_L1CODE;NA_L1NAME;NA_L3KEY;NA_L2KEY;NA_L1KEY;Shape_Leng;FID_giantTable_private_XYTableToPoint;id;model_type;citation;url;attribution;attribution_url;figure_num;figure_caption;figure_url;textmodel_snipped;textmodel_section_number;textmodel_section_name;textmodel_page_number;watershed_name;lat;lon;area_km2;num_spatial_zones;spatial_property;num_temporal_zones;temporal_property;vegetation_info;soil_info;geol_info;topo_info;three_d_info;uncertainty_info;other_info;num_store;store_list;store_id_list;num_flux;flux_list;flux_id_list;dummy_column;huc_watershed_id
2412;9.3.1;Northwestern Glaciated Plains;9.3;WEST-CENTRAL SEMIARID PRAIRIES;9;GREAT PLAINS;9.3.1  Northwestern Glaciated Plains;9.3  WEST-CENTRAL SEMIARID PRAIRIES;9  GREAT PLAINS;9021842,554090000689030;237;237;Text model;Mohammed, Aaron A, Igor Pavlovskii, Edwin E Cey, and Masaki Hayashi. Effects of Preferential Flow on Snowmelt Partitioning and Groundwater Recharge in Frozen Soils. Hydrology and Earth System Sciences 23, no. 12 (2019): 501731.;https://doi.org/10.5194/hess-23-5017-2019;CC-BY-4.0;https://creativecommons.org/licenses/by/4.0/;N/A;N/A;N/A;This study highlighted the effects of preferential flow in frozen soils and infiltrationrefreezing mechanisms on the hydrologic functioning and winter water balance of prairie grasslands. Despite the ground remaining frozen throughout snowmelt events, infiltration into frozen soil was the major sink of snowmelt at all three sites, and this modulated the amount of runoff available for depression-focused recharge. In addition, focused infiltration and preferential flow in frozen soil enabled meltwater to bypass a portion of the soil profile and groundwater recharge prior to ground thaw. Field data suggested that the refreezing of infiltrated meltwater during midwinter snowmelt enhanced runoff generation in frozen grassland soils, highlighting the feedback effect of previous melt events on later snowmelt event partitioning. Time delays between snow cover depletion and ponding in depressions demonstrated that shallow subsurface flow, in addition to overland flow, can be an important runoff mechanism on frozen prairie hillslopes. Both of these flow paths may facilitate preferential mass transport to groundwater.;6;Conclusion;N/A;Triple G, Spyhill, and Stauffer Catchments, Northern Prairie Region, Canada;51,422597600000003;-112,618495499999995;-9999,000000000000000;1;N;2;Season;Grassland described;N;N;N;N;N;N;3,000000000000000;Snow storage, Depression storage, Refreezing;Surf.Snow.Stor, Surf.Water.Depr, Surf.Snow.Refrz;7,000000000000000;Infiltration into frozen ground, Subsurface stormflow, Overland Flow, Vertical macropore flow, Vertical drainage to groundwater, Vertical drainage to groundwater, Snowmelt;Surf.Frozen.Inf, Sub.SSFlow, Surf.Over, Sub.Soil.Macro, Sub.Soil.Drain, Sub.Soil.Drain, Surf.Snow.Melt;1,000000000000000;N/A
2460;13.4.2;Hills and Sierras with Conifer, Oak, and Mixed Forests;13.4;TRANSVERSAL NEO-VOLCANIC SYSTEM;13;TEMPERATE SIERRAS;13.4.2  Hills and Sierras with Conifer, Oak, and Mixed Forests;13.4  TRANSVERSAL NEO-VOLCANIC SYSTEM;13  TEMPERATE SIERRAS;5094716,942640000022948;239;239;Text model;Muñoz-Villers, Lyssette E, and Jeffrey J McDonnell. Runoff Generation in a Steep, Tropical Montane Cloud Forest Catchment on Permeable Volcanic Substrate. Water Resources Research 48, no. 9 (2012).;https://doi.org/10.1029/2011wr011316;Not open-access;https://doi.org/10.1029/2011wr011316;N/A;N/A;N/A;"our results suggest that shallow lateral flow is not the dominant pathway of hillslope and catchment hydrological response at our site, despite the relatively high rain intensities observed for the storms analyzed (I60 max:1663 mm/h). Rather, our combined hydrometric-isotopic-chemical tracer analysis suggests that vertical percolation of rainfall through the highly permeable volcanic soils and underlying substrate, and the progressive recharge of groundwater sources are the key hydrological processes controlling the amount, timing, and composition of subsurface storm runoff through the wetting-up cycle during the wet season. [...] [48] Isotope-inferred mean residence time estimates showed that soil water aged vertically up to 6 months through the <120 cm soil profiles across all hillslope locations. In addition, soil water showed a lagged and damped isotopic response to rainfall with increasing soil depth. These findings suggest that infiltrating rainwater flows predominantly vertically through the soil to deeper layers where contributions to groundwater recharge are likely occurring by water that bypasses the soil matrix. [...] [51] We found that at low antecedent wetness conditions, the Q/P ratio for the first storm was very small and yielded high new event water volumes produced likely by direct channel precipitation (Figure 8). Soil surface dryness could have augmented this event water contribution via seasonal hydrophobicity that may have developed following the dry season (as noted by Buttle and Turcotte [1999]). This, combined with the high rainfall intensity of this first storm (33 mm/h; maximum I60) likely contributed to produce some overland flow and/or pseudo overland flow [McDonnell et al., 1991a, 1991b], resulting in the initial high event water response. [...]
[52] As catchment wetness progressed, new event water contributions to stormflow for the two consecutive rain storms diminished rapidly and shifted toward a dominance of pre-event water, where groundwater sources had the greatest contribution to flow. We observed increases of soil moisture content levels and establishment of groundwater tables in and around the near-stream valley extending upslope within our monitored groundwater well area to lower midslope hillslope positions. Although we lack measurements of the details of subsurface flow process response internal to the catchment, we hypothesize that the shallow sources were generated from subsurface flow at the near-stream valley areas along the stream channel, where hydraulic conductivities are reduced due to decreases in soil depth (Figure 8). The deeper flow contribution seems to be provided by groundwater from within the permeable weathered volcanic breccias-saprolite substrate (Figure 8), as the isotopic composition of sample groundwater from our wells completed in the permeable weathered volcanic breccias-saprolite was effectively the same in composition as stream base flow prior to the storm (seesection 4.2.2).
[53] At high antecedent wetness, storm runoff response to the last 3 rain events produced the highest Q/Pratios and the highest pre-event water contributions, the latter of which were almost entirely dominated by groundwater sources. At this wetness stage, it is striking how the stream catchment reacted to the most intense rain event registered during the study period (Storm 5), categorized as an extreme event that occurs every 12 times during a year based on our 5-year observation period (F. Holwerda, unpublished data, 2012). Despite its short duration (<4 h), very high rain intensity (61 mm/h; maximumI60) and the high antecedent precipitation conditions (API15 = 311 mm), the storm runoff was characterized by the highest observed groundwater contribution with no evidence of shallow stormflow sources.";5;Discussion;12;A catchment in Cofre de Perote volcano, Mexico;19,488651000000001;-97,042749000000001;0,264000000000000;4;Hillslope position;3;Season and event;N;Soil types described;Geological types described;N;N;Limitations discussed;N;4,000000000000000;Soil water storage, Hydrophobicity, Groundwater storage, Water Table;Sub.Soil.Store, Surf.Inf.Soil.Hyphob, Sub.GW.Store, Sub.GW.Store.Wtable;8,000000000000000;Gaining stream, Quickflow, Infiltration, Subsurface stormflow, Overland Flow, Vertical drainage to groundwater, Vertical macropore flow, Channel interception;Sub.GWSW.Gain, Chan.Flow.Quick, Surf.Inf.Inf, Sub.SSFlow, Surf.Over, Sub.Soil.Drain, Sub.Soil.Macro, Chan.Int;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;242;242;Text model;Newman, B. D., Campbell, A. R., & Wilcox, B. P. (1998). Lateral subsurface flow pathways in a semiarid ponderosa pine hillslope. Water Resources Research, 34(12), 34853496.;https://doi.org/10.1029/98WR02684;Not open-access;https://doi.org/10.1029/98WR02684;N/A;N/A;N/A;Stable isotope and chloride tracer results show that lateral subsurfaceflow in a semiarid ponderosa pine hillslope in New Mexico is largely controlled by preferential flow processes, which not only influence water movement, but dramatically affect soilwater chemistry. Most of the lateral subsurface flow is generated in the B horizon and travels mainly via macropores, which can result in extremely rapid water movement even in soils having very low bulk hydraulic conductivities. Throughout most of the year, the flow system has two domains a macropore domain, in which water can move relatively rapidly and in which evapotranspiration has a minor effect, and a matrix domain, in which water movement is extremely slow and transpiration has a major effect, resulting in substantial water loss and increased salt concentrations. When the soils are at or near saturation (greater than -33% volumetric water content) during snowmelt periods, a connection between the two domains is established, and concentrations of chloride, organic carbon, and other aqueous species in lateral subsurface flow rise dramatically. Under these conditions, very large volumes of lateral subsurface flow can be produced. In addition to the temporal changesin lateral subsurface flow chemistry and volumes at the ponderosapine site, old/new water percentages also change.;5;Summary and Conclusion;3496;Los Alamos National Laboratory's Environmental Research Park, United States;35,864355000000003;-106,340552000000002;0,000870000000000;1;N;1;Season with snow;Forest described;Horizons described;N;N;N;N;N;2,000000000000000;Soil saturation, Soil water storage;Sub.Soil.Store.Satur, Sub.Soil.Store;5,000000000000000;Lateral matrix flow, Snowmelt, Subsurface stormflow, Evapotranspiration, Lateral macropore flow;Sub.SSFlow.Matrix, Surf.Snow.Melt, Sub.SSFlow, Surf.ET, Sub.SSFlow.Macro;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;243;243;Text model;Newman, Brent D, Bradford P Wilcox, and Robert C Graham. Snowmelt-Driven Macropore Flow and Soil Saturation in a Semiarid Forest. Hydrological Processes 18, no. 5 (2004): 103542.;https://doi.org/10.1002/hyp.5521;Not open-access;https://doi.org/10.1002/hyp.5521;N/A;N/A;N/A;Our direct observations of snowmelt-driven lateral subsurface flow and soil saturation suggest an alternative conceptual model for how soil saturation can develop at a ponderosa pine hillslope. According to this model, a saturated A horizon (can be localized) feeds zones of saturation that develop around Bt-horizon root macropores that are actively transporting water laterally. Eventually, given sufficient input of water, the entire soil profile can become saturated as an increasing number of root macropores begin flowing, and saturation extends outward from these macropores. Deeper horizons may also become saturated in part by downward matrix flow originating in the A horizon. The combined effects of the hydrologic properties of the soil and the distribution and density of ponderosa pine roots control the generation of lateral subsurface flow and development of saturated zones. The relatively conductive A horizon supplies water to the system of ponderosa-pine-root macropores in the Bt horizon, and the low conductivity of the Bt matrix helps focus flow along the rootmacropores while limiting downward flow into deeper soil horizons.;N/A;Summary and Conclusions;1041;Los Alamos National Laboratory's Environmental Research Park, United States;35,864355000000003;-106,340552000000002;0,000870000000000;1;N;1;N;Forest described;Horizons described;N;N;N;N;N;1,000000000000000;Soil saturation;Sub.Soil.Store.Satur;4,000000000000000;Vertical matrix flow, Lateral macropore flow at soil horizons, Snowmelt, Subsurface stormflow;Sub.Soil.Matrix, Sub.SSFlow.Macro.Horiz, Surf.Snow.Melt, Sub.SSFlow;1,000000000000000;N/A
2544;6.2.7;Cascades;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.7  Cascades;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;2397516,343390000052750;254;254;Text model;Post, D.A. and Jones, J.A., 2001. Hydrologic regimes of forested, mountainous, headwater basins in New Hampshire, North Carolina, Oregon, and Puerto Rico. Advances in Water Resources, 24(9-10), pp.1195-1210.;https://doi.org/10.1016/S0309-1708(01)00036-7;Not open-access;https://doi.org/10.1016/S0309-1708(01)00036-7;N/A;N/A;N/A;Headwater basins at Andrews had the most complex hydrologic regimes of the basins examined in this study, in the sense that hydrologic response varied both spatially and temporally at multiple scales. Hydrologic response was variable at daily, weekly, seasonal, and multi-year time scales. Daily variability is attributable to a network of ephemerally saturated zones (macropores) at shallow (<1 m) depths [14], which appear to transmit precipitation inputs to stream channels on average within a day. However, precipitation events often last for multiple days, and soils are deep and fine-textured, so they may store considerable moisture and release it over many days, weeks, and months after a precipitation input. Multi-day and monthly scale variation in streamflow at Andrews also may be due to the accumulation and melt of a transient snowpack (at low elevations) or a seasonal snowpack (at high elevations) [15], [30] (see also Harr [16]). Seasonal variability of precipitation inputs (which does not occur at the other sites) creates pronounced seasonal variability in streamflow. Multi-year cycles in precipitation also are evident in the precipitation and streamflow record. In addition, spatial variability in hydrologic response is attributable to differences in the degree of weathering of underlying volcanic substrates, as well as to spatial variation in the types and styles of mass movements [42]. [...] The conifer forest canopy at Andrews has a strong hydrologic role at daily and seasonal timescales, and its role varies with elevation. Forests were never cleared at the Andrews basins in this study, but they were affected by fire 450 and 150 years ago [45]. The forest canopy is structurally complex, and interception and transpiration may be controlled in certain seasons by deciduous trees (e.g. vine maple, Acer circinatum) and evergreen shrubs (e.g. Arctostaphylus, Ceanothus and Rhodedendron spp.) in understory gaps [10], [13], [40]. Canopy interception may be very important in fall and spring when rainfall events are relatively short, and during winter snow events, especially at high elevations. Also, in fall and spring, conifer canopies are actively transpiring and visibly influence soil moisture and streamflow. In summer, a period of soil moisture stress at Andrews, we infer that the forest canopy may be less hydrologically important than understory vegetation, perhaps because of greater sensitivity to vapor pressure deficits or low leaf water potentials. [...] At the Andrews and Hubbard Brook, seasonal snowpacks store and release soil moisture at a time closer to the time of summer vegetation physiological activity than would be possible otherwise, especially given the limited soil moisture storage capacities at Hubbard Brook. [...] Extremely rapid hydrologic responses at Luquillo and the Andrews are suggestive of rapid shallow subsurface saturated flow in macropores. [...] Intermediate responses, i.e. baseflow contributions for up to a month on average, at Coweeta high elevation and Andrews basins suggest that water may also be stored and drained from relatively fine-textured soil matrices. The most protracted hydrologic responses, i.e. water release over many months or even years at Luquillo, low-elevation Coweeta, and Andrews basins imply that these basins have the longest flowpaths through deep, fine-textured soil or fractured bedrock.;4;Discussion;1205;"W2,8,9; H.J. Andrews, Oregon, United States";44,211736999999999;-122,244406699999999;1,010000000000000;2;Topography;3;Season;Vegetation described;Soil described;Geological types described;N;N;N;N;2,000000000000000;Soil water storage, Seasonal snow storage;Sub.Soil.Store, Surf.Snow.Stor.Season;7,000000000000000;Variable source area - subsurface stormflow, Vertical matrix flow, Lateral macropore flow, Canopy Interception, Pistonflow, Snowmelt, Transpiration;Sub.SSFlow.VSAsub, Sub.Soil.Matrix, Sub.SSFlow.Macro, Surf.Int.Int.Canopy, Sub.GW.Disp.Piston, Surf.Snow.Melt, Surf.ET.Transp;1,000000000000000;N/A
1515;7.1.8;Coast Range;7.1;MARINE WEST COAST FOREST;7;MARINE WEST COAST FOREST;7.1.8  Coast Range;7.1  MARINE WEST COAST FOREST;7  MARINE WEST COAST FOREST;4695300,857420000247657;260;260;Text model;Reid, L.M. and Lewis, J., 2009. Rates, timing, and mechanisms of rainfall interception loss in a coastal redwood forest. Journal of Hydrology, 375(3-4), pp.459-470.;https://doi.org/10.1016/j.jhydrol.2009.06.048;Public Domain;https://doi.org/10.1016/j.jhydrol.2009.06.048;N/A;N/A;N/A;Measurements of rainfall, stemflow, and throughfall at Caspar Creek indicate that approximately 22.4% of the rainfall in this 120-year-old redwood forest is stored by foliage and bark and evaporates before it reaches the litter layer. More than half of the water contributing to total interception loss is intercepted after the initial wet-up period during a storm, either to evaporate during the storm or to be held in storage for evaporation after the storm. Because leaf-area indices are relatively high in coniferous forests, the surface area of wetted foliage is large during storms, so low evaporation rates (per unit area of water surface) can lead to large volumes of water evaporated (per unit area of ground surface). Nevertheless, interception rates observed during periods of intense rainfall appear to be too high to be explained by in rain evaporation alone, even if all foliage surfaces are wetted. An additional component of in-rain interception might be accounted for by absorption by bark. Because the water storage capacity in bark is quite large in the Caspar Creek forest, the amount of rainfall absorbed by bark during most storms is expected to be roughly proportional to the amount of rain encountering the bark. The volume of water sequestered per unit time would thus increase with rainfall intensity, while the proportion of rainfall intercepted would remain relatively constant, as observed. Comparison of the timing of throughfall relative to rainfall in a nearby clearing indicates that the volume of water in storage in the canopy varies with rainfall intensity. Static storage in foliage is estimated to be about 1 mm, while the dynamic component of foliar storage can be as high as 2.4 mm. During periods of high-intensity rain, total foliar storage is therefore expected to exceed 3 mm. Water balance calculations suggest that interception loss accounted for about half the annual evapotranspiration in the North Fork Caspar Creek watershed when it supported a 120-year-old redwood forest (Table 4). About 68% of the annual evapotranspiration occurs during the OctoberApril wet season, and during this time interception accounts for about two-thirds of the loss. ;N/A;Conclusions;469;North Fork Caspar Creek watershed, California, United States;39,361269999999998;-123,735394999999997;4,700000000000000;1;N;2;Season and rainfall intensity;Forest described;N;N;N;N;N;N;0,000000000000000;N/A;N/A;5,000000000000000;Forest floor interception, Canopy Interception, Stemflow, Canopy evaporation, Throughfall;Surf.Int.Int.Forest, Surf.Int.Int.Canopy, Surf.Int.Stem, Surf.ET.Evap.Canopy, Surf.Int.Thru;1,000000000000000;N/A
65;10.1.7;Arizona/New Mexico Plateau;10.1;COLD DESERTS;10;NORTH AMERICAN DESERTS;10.1.7  Arizona/New Mexico Plateau;10.1  COLD DESERTS;10  NORTH AMERICAN DESERTS;5719268,917290000244975;284;284;Text model;Vivoni, Enrique R, Robert S Bowman, Robert L Wyckoff, Ryan T Jakubowski, and Kate E Richards. Analysis of a Monsoon Flood Event in an Ephemeral Tributary and Its Downstream Hydrologic Effects. Water Resources Research 42, no. 3 (2006).;https://doi.org/10.1029/2005WR004036;Not open-access;https://doi.org/10.1029/2005WR004036;N/A;N/A;N/A;"In ephemeral watersheds, a large storage capacity typically exists, in particular during extended, dry summer periods. In order to exceed this capacity, the antecedent conditions must be moist to allow for runoff generation in permeable soils and arroyos [Castillo et al., 2003; Howes and Abrahams, 2003]. It is evident from the rainfall and discharge observations that prior storms led to high antecedent wetness which primed the basin for a vigorous flood response. The runoff ratio computed at two locations indicates that the majority of the rainfall was absorbed in the basin, with a decreasing ratio as catchment area increased. While this has been seen in small basins of the southwestern United States [Goodrich et al., 1997], evidence has not existed at large spatial scales. In ephemeral tributaries, a propagating flood may be generated from the synchronized contributions of inner basins, but must still overcome channel losses to reach the watershed outlet. Flood characteristics, including the peak amount, wave velocity and recession rate, depend upon interactions with the channel bed and vegetated floodplain [Gorbach et al., 1996; Molnár and Ramírez, 2001]. Given these interactions, the rainfall-runoff transformation can be highly complex and nonlinear in ephemeral watersheds, in particular if landscape changes are occurring in the basin. Furthermore, surface-groundwater interactions along the internal tributary reaches and in the downstream river eventually lead to significant losses in flood volume due to focused recharge of the underlying aquifer.
[37] The third part of the conceptual model involves the interaction of a propagating flood wave with the shallow aquifer along a losing reach. The dynamics of the flood-induced changes in the water table level are highly transient but spatially coherent. Various factors control the variations in the aquifer response including the diminishing flood stage along the reach, the spatial heterogeneity in the aquifer materials and the effects of localized hydraulic gradients. The aquifer response typically diminishes along the reach and across the floodplain, but remain fairly similar over the sampled depth. On the basis of the observed three-dimensional propagation of the groundwater response from multiple wells, it is evident that kinematic propagation occurs in the saturated aquifer. As a result, wave travel velocities far exceed predictions of Darcian flow across the full floodplain width. While this has been documented in humid settings [Jung et al., 2004], evidence for this mechanism has not been observed in the semiarid southwestern United States. Furthermore, well behavior suggests that the response propagates more quickly through the deeper portions of the aquifer due to semiconfining layers which retard responses at the shallower wells.";5;Discussion;9;Río Puerco, New Mexico, United States;34,410277780000001;-106,854444400000006;16000,000000000000000;2;Hillslope position;1;N;N;N;N;N;N;N;N;3,000000000000000;Water table rise, Soil water storage, Groundwater storage;Sub.GW.Store.Rise, Sub.Soil.Store, Sub.GW.Store;5,000000000000000;Attenuation, Vertical drainage to groundwater, Displacement of groundwater, Losing stream, Ephemeral streamflow;Chan.Atten, Sub.Soil.Drain, Sub.GW.Disp, Sub.GWSW.Lose, Chan.Flow.Ephem;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;287;287;Text model;Webb, R.W., Musselman, K.N., Ciafone, S., Hale, K.E. and Molotch, N.P., 2022. Extending the vadose zone: Characterizing the role of snow for liquid water storage and transmission in streamflow generation. Hydrological Processes, 36(3), p.e14541.;https://doi.org/10.1002/hyp.14541;CC-BY-NC;https://creativecommons.org/licenses/by-nc/4.0/;N/A;N/A;N/A;"A previous study in the SDL catchment using hydrogeochemical end member mixing analysis concluded that ~60% of the annual streamflow is a result of overland or lateral within-snow flow paths and	~10% interflow (Hill, 2017). This has been explained by a combination of frozen ground that inhibits infiltration in the winter and spring (Rey et al., 2021; Williams et al., 2015) and saturation excess overland flow as the deep snow produces snowmelt volumes above the storage capacity of the relatively shallow soils (Hill, 2017). Our observations confirm that high ¸w interpreted to mean ponding at the snowsoil interface is occurring within the snowpack that is likely producing overland/intra-snowpack flow. Importantly, our observations bring new insight to the catchment-scale distribution of these processes. Rather than elevated ¸w occurring across a widespread area, our results suggest that regions of very high ¸w values (i.e. >0.2) are highly localized at the base of a hillslope and shallow snow adjacent to deeper snowdrifts (Figure 6) yet may contribute disproportionately to catchment response (Figure 7). ";4;DISCUSSION;11;Saddle Catchment, Niwot Ridge LTER, Boulder, Colorado, United States;40,049031769999999;-105,592317399999999;0,300000000000000;2;Hillslope position;1;N;N;N;N;N;N;N;N;3,000000000000000;Snow storage, Seasonal soil freeze/thaw, Depression storage;Surf.Snow.Stor, Surf.Frozen.FrzThw, Surf.Water.Depr;5,000000000000000;Saturation excess flow, Snow drifting, Snowmelt, IE flow from frozen ground, Basal flow;Surf.Over.SE, Surf.Snow.Drift, Surf.Snow.Melt, Surf.Over.IE.Frozen, Surf.Snow.Melt.Basal;1,000000000000000;N/A
1138;6.2.14;Southern Rockies;6.2;WESTERN CORDILLERA;6;NORTHWESTERN FORESTED MOUNTAINS;6.2.14  Southern Rockies;6.2  WESTERN CORDILLERA;6  NORTHWESTERN FORESTED MOUNTAINS;5411522,863330000080168;290;290;Text model;Wilcox, B. P., Newman, B. D., Brandes, D., Davenport, D. W., & Reid, K. (1997). Runoff from a semiarid ponderosa pine hillslope in New Mexico. Water Resources Research, 33(10), 23012314;https://doi.org/10.1029/97WR01691;Not open-access;https://doi.org/10.1029/97WR01691;N/A;N/A;N/A;We have found, after 4 years of observation and monitoring, that runoff in the semiarid forest we are studyingis remarkably variable, being influenced by a number of agents. As is typical of semiarid environments, runoff at our site was ephemeral and occurred only as a result of 'extreme' precipitation events (such as greater-than- average snowfall, very intense rainfall, or unusually prolonged frontal storms). The nature of these events, along with the physical properties of the soil, determined what form the runoff took. For example, lateral subsurface flow was important at our site because the combination of occasional very wet conditions and the presence of a shallow restrictive horizon allowed a shallow zone of saturation to develop, while a network of macropores facilitated this type of flow. Macropores also facilitated small amounts of flow when the soils were unsaturated. Surface runoff was also important and occurred in the form of IEOF. During the winter, this type of runoff was facilitated by frozen soils. During other periods, it was generated by intense thunderstorms or prolonged frontal storms. At the hillslope scale, frozen soil runoff was strongly affected by degree of shading and location of snowdrifts, whereas rainfall-generated runoff was affected more by extent of vegetation cover (considerably more surface runoff of this type was generated from the south hillslope, which had more exposed bare ground, than from the north hillslope);6;Conclusions;2311;Los Alamos National Laboratory's Environmental Research Park, United States;35,864355000000003;-106,340552000000002;0,000870000000000;1;N;2;Season;Forest described;N;N;N;N;N;N;3,000000000000000;Perched water tables, Seasonal soil freeze/thaw, Soil stratification;Sub.GW.Store.Perch, Surf.Frozen.FrzThw, Sub.Soil.Store.Layer;8,000000000000000;Interception, Unsaturated macropore flow, Lateral macropore flow at soil horizons, Infiltration excess flow, IE flow from frozen ground, Subsurface stormflow, Snow drifting, Ephemeral streamflow;Surf.Int.Int, Sub.Soil.Macro.Unsat, Sub.SSFlow.Macro.Horiz, Surf.Over.IE, Surf.Over.IE.Frozen, Sub.SSFlow, Surf.Snow.Drift, Chan.Flow.Ephem;1,000000000000000;N/A
2422;9.4.4;Flint Hills;9.4;SOUTH CENTRAL SEMIARID PRAIRIES;9;GREAT PLAINS;9.4.4  Flint Hills;9.4  SOUTH CENTRAL SEMIARID PRAIRIES;9  GREAT PLAINS;966325,580748999956995;321;321;Text model;Hatley, C.M., Armijo, B., Andrews, K., Anhold, C., Nippert, J.B. and Kirk, M.F., 2023. Intermittent streamflow generation in a merokarst headwater catchment. Environmental Science: Advances.;https://doi.org/10.1039/D2VA00191H;CC-BY;https://creativecommons.org/licenses/by/4.0/;N/A;N/A;N/A;"We interpret that groundwater discharge dominates headwater streamflow generation in the merokarst of N04D, during both high and low flow conditions (Fig. 8). Contributions from surface runoff are only important during some storms, and contributions from soil water are volumetrically insignificant across the entire wet season. These behaviors are in contrast to the widespread shallow-and-deep hypothesis of streamflow generation, which states that contributions to streamflow from shallow units (i.e. surface runoff and soil water) become increasingly more important relative to deep units (i.e. groundwater) under wet conditions. While studies conducted at non-karstic catchments of similar size to N04D generally support the shallow-and-deep hypothesis, we hold that the karstic properties of N04D prevent the development of such a regime. Thin soils place an upper limit on the significance of shallow flow paths, while soil macropores and bedrock fractures rapidly route water to limestone aquifers ensuring that deep flow paths remain dominant even during very wet conditions. Given that groundwater flow paths are critical in sustaining streamflow, our finding that there are groundwater storage thresholds which govern subsurface connections to the stream then implies that these thresholds are major controllers on stream intermittency. Significant, sustained streamflow can only occur when enough precipitation has fallen in a short enough amount of time to surpass the groundwater storage thresholds.
The thinly bedded nature of the limestones at N04D means that its hydrological behavior also deviates from what is typically seen in massive karst systems. Confining mudstone layers largely restrict vertical movement of water between limestones and the unique depositional history of each individual limestone bed means that each one might possess unique hydrogeological properties. Whether caused by differences in hydraulic conductivity or simple stratigraphic position, our results show that each of our studied limestone aquifers, which are vertically separated by only a couple of meters from one another, respond to recharge and interact with the stream in different ways (Fig. 4). This heterogeneity expands the capacity of the subsurface to act as a hydrological buffer, in that each limestone unit releases recharge into the stream at a different rate to effectively extend the amount of time that the stream can flow. Consistent with this observation, streams across the Flint Hills region of Kansas have greater proportions of baseflow in total streamflow than streams in adjacent, non-merokarstic regions,62 suggesting that the merokarst bedrock does improve hydrological buffering.";4.6;Implications;128;Watershed N04D, Konza Prairie LTER, Kansas, United States;39,087397000000003;-96,584597000000002;1,200000000000000;1;N;1;N;N;N;Geological types described;N;N;N;N;2,000000000000000;Multiple storage reservoirs producing discharge, Groundwater storage;Sub.GW.Store.Mult, Sub.GW.Store;7,000000000000000;Vertical macropore flow, Intermittent streamflow, Pistonflow, Overland Flow, Connectivity, Groundwater flow, Gaining stream;Sub.Soil.Macro, Chan.Flow.Interm, Sub.GW.Disp.Piston, Surf.Over, Sub.GWSW.Conn, Sub.GW.Flow, Sub.GWSW.Gain;1,000000000000000;N/A
